,steam_appid,name,tags
557,1161580,Hardspace: Shipbreaker,simulation singleplayer fullcontrollersupport equipped with cuttingedge salvaging tech carve amp slice spaceships to recover valuable materials upgrade your gear to take on more lucrative contracts and pay your billion credits debt to lynx corp blackbirdinteractive focusentertainment space  scifi  simulation  physics  singleplayer  destruction  sandbox  puzzle  firstperson  strategy  spacesim  earlyaccess  futuristic  dystopian  building  openworld  proceduralgeneration  action  relaxing  greatsoundtrack 
558,690830,Foundation,indie singleplayer steamachievements steamcloud foundation is a gridless laidback medieval citybuilding game with a focus on organic development monument construction and resource management polymorphgames polymorphgames citybuilder  strategy  simulation  medieval  management  building  economy  indie  resourcemanagement  earlyaccess  singleplayer  sandbox  basebuilding  colonysim  openworld  survival  rts  choicesmatter  atmospheric  coop 
559,996580,Spyro Reignited Trilogy,action singleplayer steamachievements fullcontrollersupport steamtradingcards steamcloud remoteplayonphone remoteplayontablet remoteplayontv same sick burns same smoldering attitude now all scaled up in stunning hd spyro is back in the spyro reignited trilogyrekindle the fire with remastered versions of the original three games spyro the dragon spyro 2 riptos rage and spyro year of the dragon toysforbobirongalaxy activision adventure  3dplatformer  remake  dragons  action  familyfriendly  classic  singleplayer  platformer  cute  colorful  fantasy  collectathon  cultclassic  casual  greatsoundtrack  cartoony  thirdperson  atmospheric  funny 
560,1007040,EARTH DEFENSE FORCE 5,action singleplayer multiplayer pvp onlinepvp coop onlinecoop sharedsplitscreencoop sharedsplitscreen steamachievements fullcontrollersupport steamtradingcards steamcloud remoteplayonphone remoteplayontablet remoteplayontv remoteplaytogether stand and fight for humanity this arcade shooter takes place in the year 2022 as the earth defense force fends off an allout attack by unknown life forms become an edf soldier battle against endless hordes of immense enemies and restore peace to the earth sandlot dpublisher action  onlinecoop  thirdpersonshooter  mechs  coop  aliens  shooter  localcoop  scifi  splitscreen  multiplayer  funny  classbased  anime  difficult  singleplayer  thirdperson  hackandslash  comedy  femaleprotagonist 
561,1605220,Dune: Spice Wars,strategy singleplayer multiplayer pvp onlinepvp coop onlinecoop steamachievements steamtradingcards steamcloud a 4x realtime strategy game from the developers of the critically acclaimed northgard set in frank herberts groundbreaking dune universe you must lead your faction and battle for control and dominance over the harsh desert planet of arrakis shirogames funcomshirogames earlyaccess  management  singleplayer  scifi  strategy  4x  simulation  rts  grandstrategy  realtimetactics  building  tactical  economy  war  diplomacy  multiplayer  coop  basebuilding  pve  pvp 
562,753640,Outer Wilds,action singleplayer steamachievements fullcontrollersupport steamtradingcards steamcloud remoteplayonphone remoteplayontablet remoteplayontv named game of the year 2019 by giant bomb polygon eurogamer and the guardian outer wilds is a criticallyacclaimed and awardwinning open world mystery about a solar system trapped in an endless time loop mobiusdigital annapurnainteractive exploration  space  mystery  storyrich  adventure  atmospheric  greatsoundtrack  puzzle  openworld  singleplayer  indie  scifi  firstperson  horror  beautiful  epic  psychologicalhorror  simulation  3d  action 
563,364360,Total War: WARHAMMER,action singleplayer multiplayer pvp onlinepvp lanpvp coop onlinecoop lancoop steamachievements steamtradingcards steamworkshop addictive turnbased empirebuilding with colossal realtime battles all set in a world of legendary heroes giant monsters flying creatures and storms of magical power creativeassemblyferalinteractivelinuxferalinteractivemac segaferalinteractivelinuxferalinteractivemac strategy  fantasy  rts  war  turnbasedstrategy  gamesworkshop  grandstrategy  multiplayer  tactical  darkfantasy  action  singleplayer  turnbased  atmospheric  coop  storyrich  openworld  rpg  gore  4x 
564,1348970,Ego In A Coma (自我、状態、昏睡。),action singleplayer a world where the existence of ego has faded one day the one of insomnia received a powerful sleeping pill she swallowed the pill in the bathtub and fell into a coma can the one who has fallen into the spiritual world escape from coma can the ego grow after getting out kosstudios kosstudios indie  action  freetoplay  anime  story  adventure  love  friends 
565,1238000,Mass Effect: Andromeda Deluxe Edition,action singleplayer multiplayer coop onlinecoop steamachievements fullcontrollersupport steamtradingcards return to the mass effect universe amp lead the first humans in andromeda on a desperate search for our new home bioware electronicarts charactercustomization  scifi  action  thirdpersonshooter  singleplayer  rpg  actionrpg  openworld  thirdperson  space  multiplayer  sexualcontent  storyrich  nudity  choicesmatter  violent  femaleprotagonist  adventure  shooter  coop 
566,1483870,Draw & Guess,casual multiplayer pvp onlinepvp coop onlinecoop steamtradingcards steamworkshop includesleveleditor draw amp guess is a casual drawing game for 216 people with multiple game modes choose either the chinese whispers mode 416 players or go competitive and draw while everyone else guesses as fast as they can acureus acureus casual  multiplayer  handdrawn  funny  familyfriendly  experimental  wordgame  relaxing  education  timemanagement  2d  abstract  cartoon  minimalist  stylized  comedy  pvp  linear  coop  onlinecoop 
567,502520,Ultimate General: Civil War,indie singleplayer steamachievements steamtradingcards ultimate general civil war is a tactical real time strategy wargame experience the bloodiest period of us history  the american civil war of 18611865 gamelabs gamelabs strategy  war  historical  rts  simulation  tactical  wargame  military  america  singleplayer  indie  realtimetactics  realistic  grandstrategy  tabletop  atmospheric  turnbasedstrategy  strategyrpg  earlyaccess  education 
568,933820,Endzone - A World Apart,indie singleplayer steamachievements steamtradingcards captionsavailable steamcloud endzone is a postapocalyptic survival city builder where you start a new civilization with a group of people after an ecological disaster build them a new home and ensure their survival in a shattered world threatened by constant radiation toxic rain sandstorms and droughts gentlymadstudios assembleentertainmentwhispergames citybuilder  strategy  survival  postapocalyptic  simulation  basebuilding  indie  building  colonysim  sandbox  management  singleplayer  resourcemanagement  economy  realtime  difficult  realistic  proceduralgeneration  atmospheric  earlyaccess 
569,648350,Jurassic World Evolution,simulation singleplayer steamachievements fullcontrollersupport steamtradingcards steamcloud remoteplayontv place yourself at the heart of the jurassic franchise and build your own jurassic world bioengineer dinosaurs that think feel and react intelligently to the world around them and face threats posed by espionage breakouts and devastating tropical storms in an uncertain world where life always finds a way frontierdevelopments frontierdevelopments building  dinosaurs  simulation  management  strategy  sandbox  singleplayer  citybuilder  scifi  resourcemanagement  economy  openworld  atmospheric  violent  action  survival  multiplayer  greatsoundtrack  casual  adventure 
570,298110,Far Cry 4,action singleplayer multiplayer coop partialcontrollersupport hidden in the towering himalayas lies kyrat a country steeped in tradition and violence you are ajay ghale traveling to kyrat to fulfill your mothers dying wish you find yourself caught up in a civil war to overthrow the oppressive regime of dictator pagan min ubisoftmontrealredstormshanghaitorontokiev ubisoft openworld  action  fps  coop  adventure  shooter  multiplayer  firstperson  singleplayer  hunting  stealth  survival  atmospheric  onlinecoop  storyrich  exploration  crafting  sandbox  rpg  actionrpg 
571,720620,TaleSpire,indie multiplayer coop onlinecoop includesleveleditor talespire is a beautiful way to play pen and paper rpgs online bring your stories to life and embark upon campaigns together with your friends regardless of where you are in the world bouncyrockentertainment bouncyrockentertainment tabletop  leveleditor  dungeons&dragons  rpg  onlinecoop  building  boardgame  simulation  earlyaccess  indie  multiplayer  sandbox  crpg  fantasy  partybasedrpg  3d  exploration  thirdperson  atmospheric  darkfantasy 
572,1353300,Idle Slayer,casual singleplayer steamachievements steamtradingcards inapppurchases idle slayer is an incremental game with idle and active playstyle mechanics medieval pixel art visuals and retro 8bit sounds and music pabloleban pabloleban casual  idler  clicker  freetoplay  2dplatformer  pixelgraphics  2d  experimental  retro  singleplayer  indie  oldschool  medieval  nonlinear  strategy  proceduralgeneration  scoreattack  rpg  multiplayer 
